external_manual_rank,provider_year_key,cms_provider_number,fiscal_year,provider_name,street_address,city,state_abbr,zip5,geocoder_query,external_manual_lane,review_priority,review_issue,provider_volume_score,reviewer_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_geocode_source,manual_geocode_match_type,manual_review_note,reviewed_by,reviewed_at
125,400109__2023,400109,2023,HOSPITAL HIMA SAN PABLO BAYAMON,SANTA CRUZ # 70,BAYAMON,PR,00959,"SANTA CRUZ # 70, BAYAMON, PR, 00959",external_geocoder_required_no_local_candidate,medium,cms_county_blank,1.0,hold,72021,Bayamón Muno,0.84,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
126,400118__2023,400118,2023,DOCTOR CENTER HOSPITAL MANATI  INC.,CARR. #2,MANATI,PR,00674,"CARR. #2, MANATI, PR, 00674",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.7221,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
127,404004__2023,404004,2023,FIRST HOSPITAL PANAMERICANO,STATE ROAD #787,CIDRA,PR,00739,"STATE ROAD #787, CIDRA, PR, 00739",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.5821,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
128,400112__2024,400112,2024,HOSPITAL UPR,STREET 3 KM 8.3 65 INFANTERIA AVE.,CAROLINA,PR,00984,"STREET 3 KM 8.3 65 INFANTERIA AVE., CAROLINA, PR, 00984",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.5713,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
129,400032__2023,400032,2023,BAYAMON MEDICAL CENTER,CARR. #2 KM. 11.7,BAYAMON,PR,00960,"CARR. #2 KM. 11.7, BAYAMON, PR, 00960",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.5578,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
130,650003__2023,650003,2023,GUAM REGIONAL MEDICAL CITY,133 ROUTE 3,DEDEDO,GU,96929,"133 ROUTE 3, DEDEDO, GU, 96929",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.5532,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
131,650001__2023,650001,2023,GUAM MEMORIAL HOSPITAL,850 GOVERNOR CARLOS G CAMACHO RD,OKA  TAMUNING,GU,96911,"850 GOVERNOR CARLOS G CAMACHO RD, OKA TAMUNING, GU, 96911",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.4338,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
132,400019__2023,400019,2023,HOSPITAL PAVIA SANTURCE,ASIA STREET,SANTURCE,PR,00910,"ASIA STREET, SANTURCE, PR, 00910",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.415,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
133,390156__2024,390156,2024,MERCY CATHOLIC MEDICAL CENTER,LANSDOWNE AVE & BAILEY RD.,DARBY,PA,19023,"LANSDOWNE AVE & BAILEY RD., DARBY, PA, 19023",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.4123,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
134,480001__2023,480001,2023,ROY L SCHNEIDER HOSPITAL,9048 SUGAR ESTATE,ST. THOMAS,VI,00801,"9048 SUGAR ESTATE, ST. THOMAS, VI, 00801",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.4015,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
135,394056__2024,394056,2024,TOWER BEHAVIORAL HEALTH,201 WELLNESS WAY,READING,PA,19605,"201 WELLNESS WAY, READING, PA, 19605",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.388,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
136,400048__2024,400048,2024,HOSPITAL MENONITA  GUAYAMA,AVE PEDRO ALBIZU CAMPOS,GUAYAMA,PR,00785,"AVE PEDRO ALBIZU CAMPOS, GUAYAMA, PR, 00785",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.3773,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
137,400102__2023,400102,2023,DOCTORS CENTER HOSPITAL BAYAMON,STREET J-9 EXT. HERMANAS DAVILA,BAYAMON,PR,00956,"STREET J-9 EXT. HERMANAS DAVILA, BAYAMON, PR, 00956",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.3503,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
138,400004__2024,400004,2024,ASOCIACION HOSPITAL DEL MAESTRO,SERGIO CUEVAS BUSTAMTE,SANJUAN,PR,00969,"SERGIO CUEVAS BUSTAMTE, SANJUAN, PR, 00969",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.3368,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
139,394040__2024,394040,2024,THE MEADOWS HOSPITAL,1 EARLYSTOWN RD,CENTRE HALL,PA,16828,"1 EARLYSTOWN RD, CENTRE HALL, PA, 16828",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.3207,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
140,400138__2023,400138,2023,PUERTO RICO WOMEN AND CHILDRENS HOSP,CARR. PR-2 KM 11.6 (INTERIOR),BAYAMON,PR,00959,"CARR. PR-2 KM 11.6 (INTERIOR), BAYAMON, PR, 00959",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.2991,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
141,460060__2024,460060,2024,LONE PEAK HOSPITAL,11925 S STATE STREET,DRAPER,UT,84020,"11925 S STATE STREET, DRAPER, UT, 84020",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.2825,hold,49035,"Salt Lake County, Utah",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: street_token_support_missing.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
142,400115__2023,400115,2023,HOSPITAL WILMA N VAZQUEZ,#2 KM 39.5,VEGA BAJA,PR,00693,"#2 KM 39.5, VEGA BAJA, PR, 00693",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.2641,hold,72143,Vega Alta Muno,0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: leading_street_number_not_supported; street_token_support_missing.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
143,400105__2024,400105,2024,BAYAMON REGIONAL HOSPITAL,LAUREL #100,BAYAMON,PR,00956,"LAUREL #100, BAYAMON, PR, 00956",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.2264,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
144,660001__2023,660001,2023,COMMONWEALTH HEALTH CENTER,LOWER NAVY HILL RD,SAIPAN,MP,96950,"LOWER NAVY HILL RD, SAIPAN, MP, 96950",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.2078,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
145,224039__2023,224039,2023,HAVERHILL PAVILION,76 SUMMER STREED,HAVERHILL,MA,01832,"76 SUMMER STREED, HAVERHILL, MA, 01832",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.1913,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
146,480002__2023,480002,2023,GOV. JUAN F. LUIS HOSPITAL,4007 EAST DIAMOND RUBY,CHRISTIANSTED,VI,00820,"4007 EAST DIAMOND RUBY, CHRISTIANSTED, VI, 00820",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.1778,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
147,403027__2023,403027,2023,MULTY MEDICAL FACILITIES,MUNOZ RIVERA AVENUE #402,SAN JUAN PR 00918,PR,00918,"MUNOZ RIVERA AVENUE #402, SAN JUAN PR 00918, PR, 00918",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.1536,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
148,400128__2023,400128,2023,HOSPITAL METRO HATO REY  INC.,PONCE DE LEON #435,HATO REY,PR,00917,"PONCE DE LEON #435, HATO REY, PR, 00917",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.1374,accept,72127,San Juan Muno,0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports San Juan Muno (72127) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 435 AVE PONCE DE LEON, HATO REY, PR, 00917.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
149,400137__2023,400137,2023,DOCTORS CENTER HOSPITAL OH-DORADO,RD 696 INTERSEC  EFRON AVE  BO HIGUI,DORADO,PR,00646,"RD 696 INTERSEC EFRON AVE BO HIGUI, DORADO, PR, 00646",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.1347,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
150,400122__2024,400122,2024,PROFESSIONAL HOSPITAL,AVE LAS CUMBRES,GUAYNABO,PR,00970,"AVE LAS CUMBRES, GUAYNABO, PR, 00970",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.132,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
151,400012__2024,400012,2024,HOSPITAL I GONZALEZ MARTINEZ,CENTRO MEDICO,PO BOX 191811 SAN JUAN,PR,00919,"CENTRO MEDICO, PO BOX 191811 SAN JUAN, PR, 00919",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.1078,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
152,404007__2023,404007,2023,HOSPITAL PSIQUIATRICO CABO ROJO,CALLE MUNOZ RIVERA 108,CABO ROJO,PR,00623,"CALLE MUNOZ RIVERA 108, CABO ROJO, PR, 00623",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.1051,accept,72023,Cabo Rojo Muno,0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Cabo Rojo Muno (72023) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 108 CLL MUNOZ RIVERA, CABO ROJO, PR, 00623.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
153,191309__2023,191309,2023,HOOD MEMORIAL HOSPITAL,301 WEST WALNUT,AMITE,LA,70422,"301 WEST WALNUT, AMITE, LA, 70422",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.0674,accept,22105,"Tangipahoa Parish, Louisiana",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Tangipahoa Parish, Louisiana (22105) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 301 WALNUT ST, AMITE, LA, 70422.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
154,241347__2023,241347,2023,SANFORD HOSPITAL CANBY,112 SAINT OLAF AVENUE,CANBY,MN,56220,"112 SAINT OLAF AVENUE, CANBY, MN, 56220",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.0674,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
155,371307__2023,371307,2023,CIMARRON MEMORIAL HOSPITAL,100 SOUTH ELLIS,BOISE CITY,OK,73933,"100 SOUTH ELLIS, BOISE CITY, OK, 73933",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.0674,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
156,021307__2023,021307,2023,CORDOVA COMMUNITY MEDICAL CENTER,602 CHASE STREET,CORDOVA,AK,99574,"602 CHASE STREET, CORDOVA, AK, 99574",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,0.035,accept,02063,"Chugach Census Area, Alaska",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Chugach Census Area, Alaska (02063) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 602 CHASE AVE, CORDOVA, AK, 99574.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
157,400010__2023,400010,2023,CASTANER HOSPITAL,PO BOX 1003,CASTANER,PR,00631,"PO BOX 1003, CASTANER, PR, 00631",external_geocoder_required_no_local_candidate,medium,cms_county_blank,0.0,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
