spotcheck_priority,spotcheck_reason,recommended_action,queue_row_id,entity_name,primary_ticker,filing_date,form_type,filing_accession,business_street,business_city,business_state,business_zip,current_snapshot_business_street,current_snapshot_business_city,current_snapshot_business_state,current_snapshot_business_zip,current_snapshot_fips,current_snapshot_county_name,filing_document_cache_path,fips,county_name,geocode_confidence,address_key
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0260,BranchOut Food Inc.,BOF,2023-08-21,10-Q,0001493152-23-029558,205 SE Davis Avenue,Bend,OR,97702,"205 SE DAVIS AVENUE, SUITE C",BEND,OR,97702,41017,Deschutes County,data/raw/sec_edgar_hq/filing_documents/CIK0001962481/000149315223029558/form10-q.htm,41017,Deschutes County,1.0,205 SE DAVIS AVENUE|BEND|OR|97702
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0261,BranchOut Food Inc.,BOF,2026-05-14,10-Q,0001493152-26-023046,205 SE Davis Avenue,Bend,OR,97702,"205 SE DAVIS AVENUE, SUITE C",BEND,OR,97702,41017,Deschutes County,data/raw/sec_edgar_hq/filing_documents/CIK0001962481/000149315226023046/form10-q.htm,41017,Deschutes County,1.0,205 SE DAVIS AVENUE|BEND|OR|97702
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0070,CENTERPOINT ENERGY INC,CNP,2015-02-26,10-K,0001130310-15-000008,1111 Louisiana,HOUSTON,TX,77002,1111 LOUISIANA ST.,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001130310/000113031015000008/cnp_10kx12312014.htm,48201,Harris County,1.0,1111 LOUISIANA|HOUSTON|TX|77002
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0071,CENTERPOINT ENERGY INC,CNP,2026-02-19,10-K,0001130310-26-000008,1111 Louisiana,HOUSTON,TX,77002,1111 LOUISIANA ST.,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001130310/000113031026000008/cnp-20251231.htm,48201,Harris County,1.0,1111 LOUISIANA|HOUSTON|TX|77002
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0265,CENTERPOINT ENERGY INC,CNP,2026-04-23,10-Q,0001130310-26-000028,1111 Louisiana,HOUSTON,TX,77002,1111 LOUISIANA ST.,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001130310/000113031026000028/cnp-20260331.htm,48201,Harris County,1.0,1111 LOUISIANA|HOUSTON|TX|77002
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0102,"Clean Energy Technologies, Inc.",CETY,2025-06-09,10-K/A,0001641172-25-014187,1340 Reynolds Avenue Unit 120,Irvine,CA,92614,"1340 REYNOLDS AVE #120, IRVINE",IRVINE,CA,92614,06059,Orange County,data/raw/sec_edgar_hq/filing_documents/CIK0001329606/000164117225014187/form10-ka.htm,06059,Orange County,1.0,1340 REYNOLDS AVENUE UNIT 120|IRVINE|CA|92614
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0295,"Clean Energy Technologies, Inc.",CETY,2025-11-19,10-Q,0001493152-25-024235,1340 Reynolds Avenue Unit 120,Irvine,CA,92614,"1340 REYNOLDS AVE #120, IRVINE",IRVINE,CA,92614,06059,Orange County,data/raw/sec_edgar_hq/filing_documents/CIK0001329606/000149315225024235/form10-q.htm,06059,Orange County,1.0,1340 REYNOLDS AVENUE UNIT 120|IRVINE|CA|92614
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0296,ClearBridge Energy Midstream Opportunity Fund Inc.,EMO,2013-01-28,8-K,0001104659-13-005124,620 Eighth Avenue,New York,NY,10018,620 EIGHTH AVENUE 47TH FLOOR,NEW YORK,NY,10018,36061,New York County,data/raw/sec_edgar_hq/filing_documents/CIK0001517518/000110465913005124/a13-3764_28k.htm,36061,New York County,1.0,620 EIGHTH AVENUE|NEW YORK|NY|10018
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0297,ClearBridge Energy Midstream Opportunity Fund Inc.,EMO,2013-06-14,8-K,0001104659-13-049348,620 Eighth Avenue,New York,NY,10018,620 EIGHTH AVENUE 47TH FLOOR,NEW YORK,NY,10018,36061,New York County,data/raw/sec_edgar_hq/filing_documents/CIK0001517518/000110465913049348/a13-14930_28k.htm,36061,New York County,1.0,620 EIGHTH AVENUE|NEW YORK|NY|10018
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0298,ClearBridge Energy Midstream Opportunity Fund Inc.,EMO,2014-05-29,8-K,0001193125-14-217123,620 Eighth Avenue,New York,NY,10018,620 EIGHTH AVENUE 47TH FLOOR,NEW YORK,NY,10018,36061,New York County,data/raw/sec_edgar_hq/filing_documents/CIK0001517518/000119312514217123/d733873d8k.htm,36061,New York County,1.0,620 EIGHTH AVENUE|NEW YORK|NY|10018
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0302,"Consensus Cloud Solutions, Inc.",CCSI,2021-11-15,10-Q,0001866633-21-000004,"700 S. Flower Street , 15th Floor",Los Angeles,CA,90017,700 S. FLOWER STREET LEGAL DEPT - 15TH FLOOR,LOS ANGELES,CA,90017,06037,Los Angeles County,data/raw/sec_edgar_hq/filing_documents/CIK0001866633/000186663321000004/ccs-20210930.htm,06037,Los Angeles County,1.0,"700 S. FLOWER STREET , 15TH FLOOR|LOS ANGELES|CA|90017"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0105,"Consensus Cloud Solutions, Inc.",CCSI,2022-04-15,10-K,0001866633-22-000021,"700 S. Flower Street , 15th Floor",Los Angeles,CA,90017,700 S. FLOWER STREET LEGAL DEPT - 15TH FLOOR,LOS ANGELES,CA,90017,06037,Los Angeles County,data/raw/sec_edgar_hq/filing_documents/CIK0001866633/000186663322000021/ccs-20211231.htm,06037,Los Angeles County,1.0,"700 S. FLOWER STREET , 15TH FLOOR|LOS ANGELES|CA|90017"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0106,"Consensus Cloud Solutions, Inc.",CCSI,2026-02-13,10-K,0001866633-26-000004,"700 S. Flower Street , 15th Floor",Los Angeles,CA,90017,700 S. FLOWER STREET LEGAL DEPT - 15TH FLOOR,LOS ANGELES,CA,90017,06037,Los Angeles County,data/raw/sec_edgar_hq/filing_documents/CIK0001866633/000186663326000004/ccs-20251231.htm,06037,Los Angeles County,1.0,"700 S. FLOWER STREET , 15TH FLOOR|LOS ANGELES|CA|90017"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0303,"Consensus Cloud Solutions, Inc.",CCSI,2026-05-08,10-Q,0001866633-26-000011,"700 S. Flower Street , 15th Floor",Los Angeles,CA,90017,700 S. FLOWER STREET LEGAL DEPT - 15TH FLOOR,LOS ANGELES,CA,90017,06037,Los Angeles County,data/raw/sec_edgar_hq/filing_documents/CIK0001866633/000186663326000011/ccs-20260331.htm,06037,Los Angeles County,1.0,"700 S. FLOWER STREET , 15TH FLOOR|LOS ANGELES|CA|90017"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0313,DATA I/O CORP,DAIO,2026-05-19,8-K,0001654954-26-005124,"6645 185th Ave. N.E. , Suite 100",Redmond,WA,98052,"6645 185TH AVE NE, SUITE 100",REDMOND,WA,98052,53033,King County,data/raw/sec_edgar_hq/filing_documents/CIK0000351998/000165495426005124/daio_8k.htm,53033,King County,1.0,"6645 185TH AVE. N.E. , SUITE 100|REDMOND|WA|98052"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0317,DEVON ENERGY CORP/DE,DVN,2026-05-22,8-K,0001193125-26-235632,"840 GESSNER ROAD , SUITE 1400",HOUSTON,TX,77024,"THREE MEMORIAL CITY PLAZA 840 GESSNER ROAD, SUITE 1400",HOUSTON,TX,77024,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001090012/000119312526235632/d55276d8k.htm,48201,Harris County,0.95,"840 GESSNER ROAD , SUITE 1400|HOUSTON|TX|77024"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0329,"Diamondback Energy, Inc.",FANG,2016-05-05,10-Q,0001539838-16-000171,"500 West Texas, Suite 1200",MIDLAND,TX,79701,500 WEST TEXAS AVENUE SUITE 100,MIDLAND,TX,79701,48329,Midland County,data/raw/sec_edgar_hq/filing_documents/CIK0001539838/000153983816000171/q12016diamondback10-q.htm,48329,Midland County,1.0,"500 WEST TEXAS, SUITE 1200|MIDLAND|TX|79701"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0134,"Diamondback Energy, Inc.",FANG,2017-02-15,10-K,0001539838-17-000009,"500 West Texas, Suite 1200",MIDLAND,TX,79701,500 WEST TEXAS AVENUE SUITE 100,MIDLAND,TX,79701,48329,Midland County,data/raw/sec_edgar_hq/filing_documents/CIK0001539838/000153983817000009/diamondback201610-k.htm,48329,Midland County,1.0,"500 WEST TEXAS, SUITE 1200|MIDLAND|TX|79701"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0337,"ENERGY FOCUS, INC/DE",EFOI,2006-08-11,10-Q,0001144204-06-032348,32000 Aurora Rd.,Solon,OH,44139,32000 AURORA ROAD SUITE B,SOLON,OH,44139,39035,Cuyahoga County,data/raw/sec_edgar_hq/filing_documents/CIK0000924168/000114420406032348/v049345_10q.htm,39035,Cuyahoga County,1.0,32000 AURORA RD.|SOLON|OH|44139
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0142,"ENERGY FOCUS, INC/DE",EFOI,2007-03-16,10-K,0001144204-07-013156,32000 Aurora Road,Solon,OH,44139,32000 AURORA ROAD SUITE B,SOLON,OH,44139,39035,Cuyahoga County,data/raw/sec_edgar_hq/filing_documents/CIK0000924168/000114420407013156/v068294_10-k.htm,39035,Cuyahoga County,1.0,32000 AURORA ROAD|SOLON|OH|44139
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0349,"Energy Recovery, Inc.",ERII,2011-11-08,10-Q,0001437749-11-008181,1717 Doolittle Drive 94577,San Leandro,CA,94577,1717 DOOLITTLE DRIVE,SAN LEANDRO,CA,94577,06001,Alameda County,data/raw/sec_edgar_hq/filing_documents/CIK0001421517/000143774911008181/erii_10q-093011.htm,06001,Alameda County,1.0,1717 DOOLITTLE DRIVE 94577|SAN LEANDRO|CA|94577
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0189,GENESIS ENERGY LP,GEL,2026-02-18,10-K,0001022321-26-000008,"811 Louisiana, Suite 1200",HOUSTON,TX,77002,"811 LOUISIANA ST, SUITE 1200",HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001022321/000102232126000008/gel-20251231.htm,48201,Harris County,1.0,"811 LOUISIANA, SUITE 1200|HOUSTON|TX|77002"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0398,GENESIS ENERGY LP,GEL,2026-05-07,10-Q,0001022321-26-000017,"811 Louisiana, Suite 1200",HOUSTON,TX,77002,"811 LOUISIANA ST, SUITE 1200",HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001022321/000102232126000017/gel-20260331.htm,48201,Harris County,1.0,"811 LOUISIANA, SUITE 1200|HOUSTON|TX|77002"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0399,HUNT J B TRANSPORT SERVICES INC,JBHT,2017-07-28,10-Q,0001437749-17-013293,615 J.B. Hunt Corporate Drive,Lowell,AR,72745,615 JB HUNT CORPORATE DR PO BOX 130,LOWELL,AR,72745,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000728535/000143774917013293/jbht20170630_10q.htm,05007,Benton County,1.0,615 J.B. HUNT CORPORATE DRIVE|LOWELL|AR|72745
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0400,HUNT J B TRANSPORT SERVICES INC,JBHT,2026-04-24,10-Q,0001437749-26-013300,615 J.B. Hunt Corporate Drive,Lowell,AR,72745,615 JB HUNT CORPORATE DR PO BOX 130,LOWELL,AR,72745,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000728535/000143774926013300/jbht20260331_10q.htm,05007,Benton County,1.0,615 J.B. HUNT CORPORATE DRIVE|LOWELL|AR|72745
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0401,MICRON TECHNOLOGY INC,MU,2017-06-30,10-Q,0000723125-17-000085,8000 S. Federal Way,Boise,ID,83716-9632,8000 S FEDERAL WAY PO BOX 6,BOISE,ID,83716-9632,16001,Ada County,data/raw/sec_edgar_hq/filing_documents/CIK0000723125/000072312517000085/a2017q3.htm,16001,Ada County,1.0,8000 S. FEDERAL WAY|BOISE|ID|83716-9632
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0192,MICRON TECHNOLOGY INC,MU,2017-10-26,10-K,0000723125-17-000131,8000 S. Federal Way,Boise,ID,83716-9632,8000 S FEDERAL WAY PO BOX 6,BOISE,ID,83716-9632,16001,Ada County,data/raw/sec_edgar_hq/filing_documents/CIK0000723125/000072312517000131/a2017q4.htm,16001,Ada County,1.0,8000 S. FEDERAL WAY|BOISE|ID|83716-9632
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0193,MICRON TECHNOLOGY INC,MU,2025-10-03,10-K,0000723125-25-000028,8000 S. Federal Way,Boise,ID,83716,8000 S FEDERAL WAY PO BOX 6,BOISE,ID,83716-9632,16001,Ada County,data/raw/sec_edgar_hq/filing_documents/CIK0000723125/000072312525000028/mu-20250828.htm,16001,Ada County,1.0,8000 S. FEDERAL WAY|BOISE|ID|83716
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0402,MICRON TECHNOLOGY INC,MU,2026-03-19,10-Q,0000723125-26-000006,8000 S. Federal Way,Boise,ID,83716,8000 S FEDERAL WAY PO BOX 6,BOISE,ID,83716-9632,16001,Ada County,data/raw/sec_edgar_hq/filing_documents/CIK0000723125/000072312526000006/mu-20260226.htm,16001,Ada County,1.0,8000 S. FEDERAL WAY|BOISE|ID|83716
