batch_id,queue_row_id,attempt_label,census_street,census_city,census_state,census_zip,repair_notes,address_key,entity_name,primary_ticker,filing_date,filing_accession,geocode_review_reason,current_snapshot_fips,current_snapshot_county_name
sec_pit_0103__034,sec_pit_0103,snapshot_street_after_parser_repair,"300 CARNEGIE CENTER, SUITE 300",Princeton,NJ,08540,snapshot_street_check,804 CARNEGIE CENTER|PRINCETON|NJ|08540,"Clearway Energy, Inc.",CWEN,2017-02-28,0001567683-17-000010,,34021,Mercer County
sec_pit_0315__035,sec_pit_0315,parsed_original,"5424 DELTA AIR LINES, INC. Delaware 58-0218548 1030 Delta Boulevard",Atlanta,GA,30354,,"5424 DELTA AIR LINES, INC. DELAWARE 58-0218548 1030 DELTA BOULEVARD|ATLANTA|GA|30354-1989","DELTA AIR LINES, INC.",DAL,2026-04-08,0000027904-26-000022,,13121,Fulton County
sec_pit_0315__036,sec_pit_0315,parser_repair,1030 Delta Boulevard,Atlanta,GA,30354,,"5424 DELTA AIR LINES, INC. DELAWARE 58-0218548 1030 DELTA BOULEVARD|ATLANTA|GA|30354-1989","DELTA AIR LINES, INC.",DAL,2026-04-08,0000027904-26-000022,,13121,Fulton County
sec_pit_0315__037,sec_pit_0315,snapshot_street_after_parser_repair,HARTSFIELD-JACKSON ATLANTA INTL AIRPORT 1030 DELTA BOULEVARD,Atlanta,GA,30354,snapshot_street_check,"5424 DELTA AIR LINES, INC. DELAWARE 58-0218548 1030 DELTA BOULEVARD|ATLANTA|GA|30354-1989","DELTA AIR LINES, INC.",DAL,2026-04-08,0000027904-26-000022,,13121,Fulton County
sec_pit_0124__038,sec_pit_0124,parsed_original,"37591 DOMINION ENERGY GAS HOLDINGS, LLC 46-3639580 VIRGINIA 120 TREDEGAR STREET",RICHMOND,VA,23219,,"37591 DOMINION ENERGY GAS HOLDINGS, LLC 46-3639580 VIRGINIA 120 TREDEGAR STREET|RICHMOND|VA|23219","DOMINION ENERGY, INC",D,2018-02-27,0001193125-18-059578,,51760,Richmond city
sec_pit_0124__039,sec_pit_0124,parser_repair,120 TREDEGAR STREET,RICHMOND,VA,23219,,"37591 DOMINION ENERGY GAS HOLDINGS, LLC 46-3639580 VIRGINIA 120 TREDEGAR STREET|RICHMOND|VA|23219","DOMINION ENERGY, INC",D,2018-02-27,0001193125-18-059578,,51760,Richmond city
sec_pit_0124__040,sec_pit_0124,snapshot_street_after_parser_repair,600 EAST CANAL STREET,RICHMOND,VA,23219,snapshot_street_check,"37591 DOMINION ENERGY GAS HOLDINGS, LLC 46-3639580 VIRGINIA 120 TREDEGAR STREET|RICHMOND|VA|23219","DOMINION ENERGY, INC",D,2018-02-27,0001193125-18-059578,,51760,Richmond city
sec_pit_0131__041,sec_pit_0131,parsed_original,"5 th Avenue , Second Floor , Suite 2821",New York,NY,10001,,"5 TH AVENUE , SECOND FLOOR , SUITE 2821|NEW YORK|NY|10001",Data Storage Corp,DTST,2026-04-14,0001731122-26-000564,,36061,New York County
sec_pit_0131__042,sec_pit_0131,suite_stripped_parser_repair,"5 th Avenue , Second Floor",New York,NY,10001,suite_stripped,"5 TH AVENUE , SECOND FLOOR , SUITE 2821|NEW YORK|NY|10001",Data Storage Corp,DTST,2026-04-14,0001731122-26-000564,,36061,New York County
sec_pit_0131__043,sec_pit_0131,snapshot_street_after_parser_repair,"244 5TH AVENUE 2ND FL., SUITE 2821",New York,NY,10001,snapshot_street_check,"5 TH AVENUE , SECOND FLOOR , SUITE 2821|NEW YORK|NY|10001",Data Storage Corp,DTST,2026-04-14,0001731122-26-000564,,36061,New York County
