cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,packet_rank,provider_name,state_abbr,street_address,city,zip5,raw_county,review_issue,candidate_method,suggested_fips,suggested_county_name,supporting_matched_provider_rows,closeout_action,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
110215,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 110215 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,145,PIEDMONT FAYETTE HOSPITAL INC.,GA,1255 HIGHWAY 54 WEST,FAYETTEVILLE,30214,F,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400118,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400118 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,146,DOCTOR CENTER HOSPITAL MANATI INC.,PR,CARR. #2,MANATI,00674,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
404004,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 404004 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,147,FIRST HOSPITAL PANAMERICANO,PR,STATE ROAD #787,CIDRA,00739,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400112,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400112 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,148,HOSPITAL UPR,PR,STREET 3 KM 8.3 65 INFANTERIA AVE.,CAROLINA,00984,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400032,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400032 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,149,BAYAMON MEDICAL CENTER,PR,CARR. #2 KM. 11.7,BAYAMON,00960,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
650003,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 650003 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,150,GUAM REGIONAL MEDICAL CITY,GU,133 ROUTE 3,DEDEDO,96929,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
650001,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 650001 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,151,GUAM MEMORIAL HOSPITAL,GU,850 GOVERNOR CARLOS G CAMACHO RD,OKA TAMUNING,96911,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400019,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400019 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,152,HOSPITAL PAVIA SANTURCE,PR,ASIA STREET,SANTURCE,00910,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
390156,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 390156 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,153,MERCY CATHOLIC MEDICAL CENTER,PA,LANSDOWNE AVE & BAILEY RD.,DARBY,19023,USA,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
480001,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 480001 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,154,ROY L SCHNEIDER HOSPITAL,VI,9048 SUGAR ESTATE,ST. THOMAS,00801,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
394056,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 394056 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,155,TOWER BEHAVIORAL HEALTH,PA,201 WELLNESS WAY,READING,19605,ESMERALDA,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400048,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400048 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,156,HOSPITAL MENONITA GUAYAMA,PR,AVE PEDRO ALBIZU CAMPOS,GUAYAMA,00785,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400102,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400102 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,157,DOCTORS CENTER HOSPITAL BAYAMON,PR,STREET J-9 EXT. HERMANAS DAVILA,BAYAMON,00956,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400004,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400004 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,158,ASOCIACION HOSPITAL DEL MAESTRO,PR,SERGIO CUEVAS BUSTAMTE,SANJUAN,00969,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
394040,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 394040 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,159,THE MEADOWS HOSPITAL,PA,1 EARLYSTOWN RD,CENTRE HALL,16828,CENTRE HALL,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400138,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400138 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,160,PUERTO RICO WOMEN AND CHILDRENS HOSP,PR,CARR. PR-2 KM 11.6 (INTERIOR),BAYAMON,00959,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400115,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400115 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,161,HOSPITAL WILMA N VAZQUEZ,PR,#2 KM 39.5,VEGA BAJA,00693,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
460060,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 460060 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,162,LONE PEAK HOSPITAL,UT,11925 S STATE STREET,DRAPER,84020,UNITED STATES,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400105,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400105 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,163,BAYAMON REGIONAL HOSPITAL,PR,LAUREL #100,BAYAMON,00956,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
660001,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 660001 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,164,COMMONWEALTH HEALTH CENTER,MP,LOWER NAVY HILL RD,SAIPAN,96950,STATEWIDE,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
224039,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 224039 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,165,HAVERHILL PAVILION,MA,76 SUMMER STREED,HAVERHILL,01832,ARCHER,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
480002,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 480002 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,166,GOV. JUAN F. LUIS HOSPITAL,VI,4007 EAST DIAMOND RUBY,CHRISTIANSTED,00820,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
403027,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 403027 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,167,MULTY MEDICAL FACILITIES,PR,MUNOZ RIVERA AVENUE #402,SAN JUAN PR 00918,00918,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400128,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400128 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,168,HOSPITAL METRO HATO REY INC.,PR,PONCE DE LEON #435,HATO REY,00917,HATO REY,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400137,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400137 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,169,DOCTORS CENTER HOSPITAL OH-DORADO,PR,RD 696 INTERSEC EFRON AVE BO HIGUI,DORADO,00646,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400122,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400122 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,170,PROFESSIONAL HOSPITAL,PR,AVE LAS CUMBRES,GUAYNABO,00970,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400012,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400012 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,171,HOSPITAL I GONZALEZ MARTINEZ,PR,CENTRO MEDICO,PO BOX 191811 SAN JUAN,00919,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
404007,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 404007 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,172,HOSPITAL PSIQUIATRICO CABO ROJO,PR,CALLE MUNOZ RIVERA 108,CABO ROJO,00623,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
191309,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 191309 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,173,HOOD MEMORIAL HOSPITAL,LA,301 WEST WALNUT,AMITE,70422,STATEWIDE PARISH,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
241347,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 241347 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,174,SANFORD HOSPITAL CANBY,MN,112 SAINT OLAF AVENUE,CANBY,56220,YELLOW MEDCINE,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
371307,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 371307 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,175,CIMARRON MEMORIAL HOSPITAL,OK,100 SOUTH ELLIS,BOISE CITY,73933,BEE,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
021307,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 021307 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,176,CORDOVA COMMUNITY MEDICAL CENTER,AK,602 CHASE STREET,CORDOVA,99574,CORDOVA,county_text_unmatched,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400010,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400010 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,177,CASTANER HOSPITAL,PR,PO BOX 1003,CASTANER,00631,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
