cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,packet_rank,provider_name,state_abbr,street_address,city,zip5,raw_county,review_issue,candidate_method,suggested_fips,suggested_county_name,supporting_matched_provider_rows,closeout_action,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
264010,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 264010 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,67,ST. LOUIS FORENSIC TREATMENT CENTER,MO,500 ARSENAL STREET,ST.LOUIS,63119,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
140054,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 140054 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,68,MACNEAL HOSPITAL,IL,3249 SOUTH OAK PARK AVENUE,BERWYN,60402,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
150015,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 150015 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,69,FRANCISCAN HEALTH MICHIGAN CITY,IN,3500 FRANCISCAN WAY,MICHIGAN CITY,46360,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
140164,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 140164 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,70,MEMORIAL HOSPITAL OF CARBONDALE,IL,405 W. JACKSON ST.,CARBONDALE,62902,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
110192,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 110192 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,71,PIEDMONT EASTSIDE MEDICAL CENTER,GA,1700 MEDICAL WAY,SNELLVILLE,30278,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
100224,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 100224 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,72,HCA FLORIDA WOODMONT HOSPITAL,FL,7201 UNIVERSITY DRIVE,TAMARAC,33321,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
440068,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 440068 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,73,ATHENS REGIONAL MEDICAL CENTER,TN,1114 MADISON AVENUE,ATHENS,37303,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
450669,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 450669 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,74,MEDICAL CITY LEWISVILLE,TX,500 WEST MAIN,LEWISVILLE,75067,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
230099,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 230099 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,75,MONROE REGIONAL HOSPITAL,MI,718 NORTH MACOMB,MONROE,48162,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
440194,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 440194 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,76,TRISTAR HENDERSONVILLE MEDICAL CENTE,TN,355 NEW SHACKLE ISLAND,HENDERSONVILLE,37215,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
140008,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 140008 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,77,GOTTLIEB MEMORIAL HOSPITAL,IL,8700 WEST NORTH AVENUE,MELROSE PARK,60160,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
054154,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 054154 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,78,SAN JOSE BEHAVIORAL HEALTH,CA,455 SILICON VALLEY BLVD,SANN JOSE,95138,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
230142,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 230142 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,79,COREWELL HEALTH WAYNE,MI,33155 ANNAPOLIS AVENUE,WAYNE,48184,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
460013,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 460013 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,80,MOUNTAIN VIEW HOSPITAL,UT,1000 EAST 100 NORTH,PAYSON,84651,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
390336,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 390336 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,81,HAMPDEN MEDICAL CENTER,PA,2200 GOOD HOPE ROAD,ENOLA,17025,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
440065,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 440065 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,82,NORTHCREST MEDICAL CENTER,TN,100 NORTHCREST DRIVE,SPRINGFIELD,37172,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
190013,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 190013 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,83,WEST CALCASIEU-CAMERON HOSPITAL,LA,701 EAST CYPRESS,SULPHUR,70663,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
190014,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 190014 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,84,OCHSNER ST. MARY,LA,1125 MARGUERITE STREET,MORGAN CITY,70308,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
194114,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 194114 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,85,RIVER PLACE BEHAVIORAL HEALTH,LA,500 RUE DE SANTE,LAPLACE,70068,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
110023,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 110023 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,86,ADVENTHEALTH GORDON,GA,1035 RED BUD ROAD,CALHOUN,30703,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
100320,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 100320 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,87,HCA FLORIDA POINCIANA HOSPITAL,FL,325 CYPRESS PARKWAY,KISSIMMMEE,34758,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
230193,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 230193 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,88,MCLAREN LAPEER REGION,MI,1375 NORTH MAIN STREET,LAPEER,48436,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
110128,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 110128 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,89,MEADOWS REGIONAL MEDICAL CENTER,GA,1 MEADOWS PARKWAY,VIDALIA,30474,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
230095,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 230095 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,90,MYMICHIGAN MEDICAL CTR WEST BRAN,MI,2463 S M-30,WEST BRANCH,48661,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
450587,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 450587 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,91,HENDRICK MEDICAL CENTER BROWNWOOD,TX,1501 BURNET DRIVE,BROWNWOOD,76804,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
061317,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 061317 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,92,GRAND RIVER HOSPITAL DISTRICT,CO,501 AIRPORT ROAD,RIFLE,81650,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
524042,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 524042 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,93,MIRAMOUNT BEHAVIORAL HEALTH,WI,3169 DEMMING WAY,MIDDLETON,53562,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
170006,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 170006 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,94,VIA CHRISTI HOSPITAL PITTSBURG INC.,KS,1 MT CARMEL WAY,PITTSBURG,66762,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
380071,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 380071 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,95,WILLAMETTE VALLEY MEDICAL CENTER,OR,2700 SE STRATUS AVENUE,MCMINNVILLE,97128,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
190079,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 190079 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,96,ST. CHARLES PARISH HOSPITAL,LA,1057 PAUL MALLARD ROAD,LULING,70070,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
010158,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 010158 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,97,RUSSELLVILLE HOSPITAL,AL,15155 HIGHWAY 43,RUSSELLVILLE,35653,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
490143,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 490143 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,98,RIVERSIDE DOCTORS HOSPITAL WILLIAMSB,VA,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,23185,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
300014,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 300014 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,99,FRISBIE MEMORIAL HOSPITAL,NH,11 WHITEHALL ROAD,ROCHESTER,03867,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
241355,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 241355 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,100,GLENCOE REGIONAL HEALTH SERVICES,MN,705 EAST 18TH STREEET,GLENCOE,55336,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
230100,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 230100 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,101,ASCENSION ST. JOSEPH HOSPITAL,MI,200 HEMLOCK ST,TAWAS,48764,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
370113,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 370113 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,102,INTEGRIS GROVE HOSPITAL,OK,1001 EAST 18TH STREET,GROVE,74344,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
673079,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 673079 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,103,ENCOMPASS HEALTH REHABILITATION OF W,TX,3600 SOUTH LOOP 340,ROBINSON,76706,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
390117,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 390117 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,104,UPMC BEDFORD,PA,10455 LINCOLN HIGHWAY,EVERETT,15537,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
261319,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 261319 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,105,MERCY HOSPITAL LINCOLN,MO,1000 EAST CHERRY STREET,TROY,63379,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
