diversity_rank,source_pool_rank,diversity_lane,balance_archetype,balance_archetype_score,fips,county,state_abbr,census_region,primary_archetype,primary_archetype_score,secondary_archetype,secondary_archetype_score,energy_commodity_high_caution,qa_status,qa_flags,export_priority_rank,export_priority_score,preboom_classifier_score,investable_residual_model_score,preboom_prior_momentum_rank_pct,emerging_market_depth_adequacy,wave3_net_support,total_population,short_thesis,structural_summary,support_narrative,brake_narrative,next_diligence_check
64,2168,secondary_archetype_backfill,college/medical institutional anchor,98.76791056526531,06073,"San Diego County, California",CA,West,remote-work lifestyle market,79.33742577691321,amenity migration,75.69201885905632,False,unreviewed,,2168,0.21691875540190145,0.01777497630944125,-0.07513375032274026,0.7472456254050551,0.46395394558521497,0.0961554057670762,3298799.0,"Low quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 74.7%, inside the not-hot gate. Market-depth adequacy is moderate (0.464).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.845); optionality is strong (0.695); site-thesis support is strong (0.676). Brakes: fragility pressure is moderate (0.640); constraint complexity is moderate (0.555).,Structural support: scarcity/amenity balance is strong (0.845); optionality is strong (0.695); site-thesis support is strong (0.676),Structural brakes: fragility pressure is moderate (0.640); constraint complexity is moderate (0.555),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
65,316,secondary_archetype_backfill,college/medical institutional anchor,98.61832782239016,32003,"Clark County, Nevada",NV,West,remote-work lifestyle market,76.04245895974361,amenity migration,75.20897264716837,False,unreviewed,,316,0.7404926534140017,0.2603665972321753,0.027288602835538075,0.4345430978613091,0.4664343051829657,0.267505918745167,2398871.0,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 43.5%, inside the not-hot gate. Market-depth adequacy is moderate (0.466).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.834); optionality is strong (0.717); fragility/support balance is strong (0.710). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.834); optionality is strong (0.717); fragility/support balance is strong (0.710),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
66,1252,secondary_archetype_backfill,constrained-supply demand,64.52440093127396,16067,"Minidoka County, Idaho",ID,West,remote-work lifestyle market,78.22508507257223,amenity migration,74.705212433178,False,unreviewed,,1252,0.46056611927398444,0.20372250989741572,-0.11175867520832007,0.5009721322099806,0.7410320998983444,0.4338764878508828,22691.0,"Low quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 50.1%, inside the not-hot gate. Market-depth adequacy is high (0.741).",Wave 3 support is strong; structural brakes are light. Supports: site-thesis support is strong (0.799); optionality is strong (0.795); fragility/support balance is strong (0.774). Brakes: no major structural brakes flagged.,Structural support: site-thesis support is strong (0.799); optionality is strong (0.795); fragility/support balance is strong (0.774),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
67,567,secondary_archetype_backfill,constrained-supply demand,61.4864734197354,16001,"Ada County, Idaho",ID,West,remote-work lifestyle market,75.61381324441042,amenity migration,72.37018088983565,False,unreviewed,,567,0.6489196197061365,0.3132177694570935,-0.0441372865684961,0.09688917692806222,0.5205115368676794,0.3659713265249597,535799.0,"Moderate quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 9.7%, inside the not-hot gate. Market-depth adequacy is moderate (0.521).",Wave 3 support is strong; structural brakes are light. Supports: scarcity/amenity balance is strong (0.761); optionality is strong (0.753); fragility/support balance is strong (0.746). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.761); optionality is strong (0.753); fragility/support balance is strong (0.746),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
68,1337,secondary_archetype_backfill,constrained-supply demand,61.4693796731707,16063,"Lincoln County, Idaho",ID,West,remote-work lifestyle market,72.38784299242509,amenity migration,68.87206124935659,False,unreviewed,,1337,0.4387208297320657,0.22087999549269188,-0.09959509684114327,0.3357096565132858,0.20289025065866495,0.3674241675215488,5556.0,"Low quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 33.6%, inside the not-hot gate. Market-depth adequacy is low (0.203).",Wave 3 support is strong; structural brakes are light. Supports: optionality is strong (0.753); site-thesis support is strong (0.750); scarcity/amenity balance is strong (0.749). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.753); site-thesis support is strong (0.750); scarcity/amenity balance is strong (0.749),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
69,449,secondary_archetype_backfill,constrained-supply demand,61.36727243440172,35015,"Eddy County, New Mexico",NM,West,remote-work lifestyle market,72.874502864494,amenity migration,71.94547970882286,False,unreviewed,,449,0.6946629213483146,0.6649300566284033,-0.09485088929517305,0.07485418016850291,0.8808693104651225,0.4192861336008934,61436.0,"High quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 7.5%, inside the not-hot gate. Market-depth adequacy is high (0.881).",Wave 3 support is strong; structural brakes are light. Supports: fragility/support balance is strong (0.766); site-thesis support is strong (0.753); optionality is strong (0.748). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is strong (0.766); site-thesis support is strong (0.753); optionality is strong (0.748),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
70,61,secondary_archetype_backfill,constrained-supply demand,61.1332272735336,16023,"Butte County, Idaho",ID,West,amenity migration,69.27434189200967,retirement migration,69.27434189200967,False,unreviewed,,61,0.8812445980985306,0.5449363445063011,0.06460509962647869,0.4364873622812703,0.18796433526484835,0.324162534601031,2735.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 43.6%, inside the not-hot gate. Market-depth adequacy is low (0.188).",Wave 3 support is strong; structural brakes are light. Supports: optionality is strong (0.729); site-thesis support is strong (0.700); fragility/support balance is strong (0.697). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.729); site-thesis support is strong (0.700); fragility/support balance is strong (0.697),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
71,1562,secondary_archetype_backfill,logistics/corporate anchor,55.46341721088547,05143,"Washington County, Arkansas",AR,South,amenity migration,65.86849505734526,retirement migration,65.86849505734526,False,unreviewed,,1562,0.38567415730337085,0.01600766002754614,-0.007107997159451525,0.7485418016850292,0.599122037472353,0.0568656419398715,266184.0,"Low quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 74.9%, inside the not-hot gate. Market-depth adequacy is moderate (0.599).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: fragility pressure is moderate (0.563).,Structural support: no major structural supports flagged,Structural brakes: fragility pressure is moderate (0.563),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
72,640,secondary_archetype_backfill,retirement migration,93.59267360589934,26153,"Schoolcraft County, Michigan",MI,Midwest,amenity migration,93.59267360589934,retirement migration,93.59267360589934,False,unreviewed,,640,0.6305099394987036,0.40406364512682497,-0.04567998832771998,0.24821775761503564,0.31790678302072783,0.0353750557685949,8178.0,"Moderate quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 24.8%, inside the not-hot gate. Market-depth adequacy is low (0.318).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.900); site-thesis support is strong (0.677); fragility/support balance is moderate (0.641). Brakes: wetlands constraint is heavy (0.812); constraint pressure is heavy (0.693).,Structural support: scarcity/amenity balance is strong (0.900); site-thesis support is strong (0.677); fragility/support balance is moderate (0.641),Structural brakes: wetlands constraint is heavy (0.812); constraint pressure is heavy (0.693),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
73,287,secondary_archetype_backfill,retirement migration,93.12773416743632,17003,"Alexander County, Illinois",IL,Midwest,amenity migration,93.12773416743632,retirement migration,93.12773416743632,False,unreviewed,,287,0.7527225583405359,0.4375026356877959,0.031897208235117214,0.008101101749837978,0.13368196419695821,-0.1309418905101212,4594.0,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 0.8%, inside the not-hot gate. Market-depth adequacy is low (0.134).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.817). Brakes: wetlands constraint is heavy (0.750); constraint pressure is heavy (0.702); constraint complexity is moderate (0.636).,Structural support: scarcity/amenity balance is strong (0.817),Structural brakes: wetlands constraint is heavy (0.750); constraint pressure is heavy (0.702); constraint complexity is moderate (0.636),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
74,447,secondary_archetype_backfill,retirement migration,92.60664064373871,26033,"Chippewa County, Michigan",MI,Midwest,amenity migration,92.60664064373871,retirement migration,92.60664064373871,False,unreviewed,,447,0.6949870354364737,0.4603902497791983,-0.05728470081100184,0.4176928062216461,0.8727797531533614,0.0869592868786625,36253.0,"High quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 41.8%, inside the not-hot gate. Market-depth adequacy is high (0.873).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.857); fragility/support balance is strong (0.705); site-thesis support is moderate (0.656). Brakes: wetlands constraint is heavy (0.800); constraint pressure is moderate (0.633).,Structural support: scarcity/amenity balance is strong (0.857); fragility/support balance is strong (0.705); site-thesis support is moderate (0.656),Structural brakes: wetlands constraint is heavy (0.800); constraint pressure is moderate (0.633),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
75,629,secondary_archetype_backfill,retirement migration,92.4541117799314,55051,"Iron County, Wisconsin",WI,Midwest,amenity migration,92.4541117799314,retirement migration,92.4541117799314,False,unreviewed,,629,0.6325626620570441,0.3021309173596512,-0.018515825270327378,0.4533376539209332,0.29971598894531437,0.0143855136387799,6235.0,"Low quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 45.3%, inside the not-hot gate. Market-depth adequacy is low (0.300).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.893); site-thesis support is moderate (0.628); fragility/support balance is moderate (0.624). Brakes: wetlands constraint is heavy (0.803); constraint pressure is heavy (0.698).,Structural support: scarcity/amenity balance is strong (0.893); site-thesis support is moderate (0.628); fragility/support balance is moderate (0.624),Structural brakes: wetlands constraint is heavy (0.803); constraint pressure is heavy (0.698),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
76,1971,secondary_archetype_backfill,retirement migration,92.22749331677348,27075,"Lake County, Minnesota",MN,Midwest,amenity migration,92.22749331677348,retirement migration,92.22749331677348,False,unreviewed,,1971,0.27986171132238546,0.018802714709162262,-0.0330688413361097,0.7261827608554764,0.4909355659841367,-0.1387599659324803,10698.0,"Low quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 72.6%, inside the not-hot gate. Market-depth adequacy is moderate (0.491).",Wave 3 support is moderate; structural brakes are heavy. Supports: scarcity/amenity balance is strong (0.874). Brakes: wetlands constraint is heavy (0.791); constraint pressure is heavy (0.703); constraint complexity is moderate (0.651).,Structural support: scarcity/amenity balance is strong (0.874),Structural brakes: wetlands constraint is heavy (0.791); constraint pressure is heavy (0.703); constraint complexity is moderate (0.651),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
77,416,secondary_archetype_backfill,retirement migration,91.56548500524448,26013,"Baraga County, Michigan",MI,Midwest,amenity migration,91.56548500524448,retirement migration,91.56548500524448,False,unreviewed,,416,0.7052074330164219,0.43519900974893116,-0.01238068219658093,0.24627349319507452,0.30231064808979513,-0.0580718182807554,8169.0,"Moderate quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 24.6%, inside the not-hot gate. Market-depth adequacy is low (0.302).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.822). Brakes: constraint pressure is heavy (0.815); wetlands constraint is heavy (0.751); constraint complexity is moderate (0.585).,Structural support: scarcity/amenity balance is strong (0.822),Structural brakes: constraint pressure is heavy (0.815); wetlands constraint is heavy (0.751); constraint complexity is moderate (0.585),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
78,2246,secondary_archetype_backfill,retirement migration,91.19564095130995,12129,"Wakulla County, Florida",FL,South,remote-work lifestyle market,93.55613753242818,amenity migration,91.19564095130995,False,unreviewed,,2246,0.18256266205704408,0.023361717628213468,-0.10273997385679973,0.652300712896954,0.8935997361622181,-0.303935303951145,37115.0,"Low quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 65.2%, inside the not-hot gate. Market-depth adequacy is high (0.894).",Wave 3 support is moderate; structural brakes are heavy. Supports: scarcity/amenity balance is strong (0.867); site-thesis support is moderate (0.636). Brakes: wetlands constraint is heavy (0.978); fragility pressure is heavy (0.903); constraint complexity is heavy (0.753).,Structural support: scarcity/amenity balance is strong (0.867); site-thesis support is moderate (0.636),Structural brakes: wetlands constraint is heavy (0.978); fragility pressure is heavy (0.903); constraint complexity is heavy (0.753),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
79,1038,secondary_archetype_backfill,retirement migration,91.19548665431586,02220,"Sitka City and Borough, Alaska",AK,West,amenity migration,91.19548665431586,retirement migration,91.19548665431586,False,unreviewed,,1038,0.5195764909248055,0.2999562434884663,-0.0880997538353175,0.01847051198963059,0.3224883791824231,0.2810910007561117,8355.0,"Low quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 1.8%, inside the not-hot gate. Market-depth adequacy is low (0.322).",Wave 3 support is moderate; structural brakes are light. Supports: scarcity/amenity balance is strong (0.912); fragility/support balance is strong (0.780). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.912); fragility/support balance is strong (0.780),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
80,1042,secondary_archetype_backfill,retirement migration,91.16178114861216,55003,"Ashland County, Wisconsin",WI,Midwest,amenity migration,91.16178114861216,retirement migration,91.16178114861216,False,unreviewed,,1042,0.5189930855661192,0.23206460596002587,-0.05607282469605747,0.47666882696046664,0.6301119543256901,0.0131742835876592,16196.0,"Low quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 47.7%, inside the not-hot gate. Market-depth adequacy is moderate (0.630).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.826); fragility/support balance is moderate (0.636). Brakes: wetlands constraint is heavy (0.794); constraint pressure is heavy (0.696).,Structural support: scarcity/amenity balance is strong (0.826); fragility/support balance is moderate (0.636),Structural brakes: wetlands constraint is heavy (0.794); constraint pressure is heavy (0.696),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
81,1073,secondary_archetype_backfill,retirement migration,91.12782464033344,02110,"Juneau City and Borough, Alaska",AK,West,amenity migration,91.12782464033344,retirement migration,91.12782464033344,False,unreviewed,,1073,0.510198789974071,0.22515165894713163,-0.09820962110517822,0.23525599481529488,0.8757888042115377,0.2682199171579849,31572.0,"Low quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 23.5%, inside the not-hot gate. Market-depth adequacy is high (0.876).",Wave 3 support is moderate; structural brakes are light. Supports: scarcity/amenity balance is strong (0.900); fragility/support balance is strong (0.776). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.900); fragility/support balance is strong (0.776),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
82,20,quality_fill_after_diversity_slots,amenity migration,88.38258659469106,36033,"Franklin County, New York",NY,Northeast,amenity migration,88.38258659469106,retirement migration,88.38258659469106,False,unreviewed,,20,0.9167891097666379,0.6128122142810378,0.06217913682746574,0.49546338302009074,0.945938720848503,-0.0104118839109976,47086.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 49.5%, inside the not-hot gate. Market-depth adequacy is high (0.946).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.817); site-thesis support is moderate (0.607). Brakes: constraint pressure is heavy (0.721); wetlands constraint is heavy (0.708); constraint complexity is moderate (0.566).,Structural support: scarcity/amenity balance is strong (0.817); site-thesis support is moderate (0.607),Structural brakes: constraint pressure is heavy (0.721); wetlands constraint is heavy (0.708); constraint complexity is moderate (0.566),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
83,21,quality_fill_after_diversity_slots,amenity migration,63.056444975407246,30081,"Ravalli County, Montana",MT,West,amenity migration,63.056444975407246,retirement migration,63.056444975407246,False,unreviewed,,21,0.9157087294727745,0.5713337141114866,0.02391785298022391,0.40343486714193133,0.9769130997449975,0.1245874637050692,48187.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 40.3%, inside the not-hot gate. Market-depth adequacy is high (0.977).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.682); site-thesis support is moderate (0.625); optionality is moderate (0.619). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.682); site-thesis support is moderate (0.625); optionality is moderate (0.619),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
84,22,quality_fill_after_diversity_slots,amenity migration,79.26363482441737,42061,"Huntingdon County, Pennsylvania",PA,Northeast,amenity migration,79.26363482441737,retirement migration,79.26363482441737,False,unreviewed,,22,0.9150388936905791,0.5749719063588555,0.013506016447419129,0.2825664290343487,0.9654039848973988,0.2038669092234106,43359.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 28.3%, inside the not-hot gate. Market-depth adequacy is high (0.965).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.752); fragility/support balance is moderate (0.667); optionality is moderate (0.638). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.752); fragility/support balance is moderate (0.667); optionality is moderate (0.638),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
85,23,quality_fill_after_diversity_slots,amenity migration,56.99691417687087,30057,"Madison County, Montana",MT,West,amenity migration,56.99691417687087,retirement migration,56.99691417687087,False,unreviewed,,23,0.9137856525496975,0.7363788594560627,0.07257671652648563,0.3486714193130266,0.46623350573372946,0.2360052381177041,9753.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 34.9%, inside the not-hot gate. Market-depth adequacy is moderate (0.466).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.681); fragility/support balance is strong (0.675); scarcity/amenity balance is strong (0.673). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.681); fragility/support balance is strong (0.675); scarcity/amenity balance is strong (0.673),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
86,27,quality_fill_after_diversity_slots,amenity migration,79.92034963627624,05093,"Mississippi County, Arkansas",AR,South,amenity migration,79.92034963627624,retirement migration,79.92034963627624,False,unreviewed,,27,0.9106525496974935,0.6961402727020423,0.012182049847828669,0.03661697990926766,0.9367631999828756,0.1506809476102385,38095.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 3.7%, inside the not-hot gate. Market-depth adequacy is high (0.937).",Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.734). Brakes: wetlands constraint is moderate (0.652); constraint pressure is moderate (0.558).,Structural support: fragility/support balance is strong (0.734),Structural brakes: wetlands constraint is moderate (0.652); constraint pressure is moderate (0.558),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
87,30,quality_fill_after_diversity_slots,amenity migration,71.28925087260662,21019,"Boyd County, Kentucky",KY,South,amenity migration,71.28925087260662,retirement migration,71.28925087260662,False,unreviewed,,30,0.906676750216076,0.658006501164401,0.028598006918078064,0.11535968891769281,0.96083224127864,0.0240887719446271,47777.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 11.5%, inside the not-hot gate. Market-depth adequacy is high (0.961).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.,Structural support: no major structural supports flagged,Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
88,31,quality_fill_after_diversity_slots,amenity migration,63.32869416326538,56033,"Sheridan County, Wyoming",WY,West,amenity migration,63.32869416326538,retirement migration,63.32869416326538,False,unreviewed,,31,0.9065254969749352,0.5194391064301234,0.03182790872772104,0.42449773169151006,0.905455027643847,0.1343970678882518,32978.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 42.4%, inside the not-hot gate. Market-depth adequacy is high (0.905).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.672); site-thesis support is moderate (0.624). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.672); site-thesis support is moderate (0.624),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
89,32,quality_fill_after_diversity_slots,amenity migration,83.5192787753775,21199,"Pulaski County, Kentucky",KY,South,amenity migration,83.5192787753775,retirement migration,83.5192787753775,False,unreviewed,,32,0.9057908383751081,0.5080203613003793,0.0324837057617271,0.16202203499675957,0.8728688561838598,0.1580229140550229,66842.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 16.2%, inside the not-hot gate. Market-depth adequacy is high (0.873).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.744); optionality is moderate (0.665); fragility/support balance is moderate (0.640). Brakes: constraint pressure is moderate (0.599).,Structural support: scarcity/amenity balance is strong (0.744); optionality is moderate (0.665); fragility/support balance is moderate (0.640),Structural brakes: constraint pressure is moderate (0.599),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
90,33,quality_fill_after_diversity_slots,amenity migration,77.7972915098225,29029,"Camden County, Missouri",MO,Midwest,amenity migration,77.7972915098225,retirement migration,77.7972915098225,False,unreviewed,,33,0.9054235090751944,0.5591235245458869,0.06176221288510609,0.17368762151652625,0.8912146565192852,0.0066626553790813,44135.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 17.4%, inside the not-hot gate. Market-depth adequacy is high (0.891).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.617). Brakes: wetlands constraint is moderate (0.616).,Structural support: optionality is moderate (0.617),Structural brakes: wetlands constraint is moderate (0.616),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
91,34,quality_fill_after_diversity_slots,amenity migration,86.76106760865923,02020,"Anchorage Municipality, Alaska",AK,West,amenity migration,86.76106760865923,retirement migration,86.76106760865923,False,unreviewed,,34,0.8961538461538461,0.4775466628325494,0.06213842973851086,0.35029163966299415,0.5938163330077948,0.2361525037791313,289600.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 35.0%, inside the not-hot gate. Market-depth adequacy is moderate (0.594).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.906); fragility/support balance is strong (0.712); optionality is strong (0.701). Brakes: fragility pressure is moderate (0.618).,Structural support: scarcity/amenity balance is strong (0.906); fragility/support balance is strong (0.712); optionality is strong (0.701),Structural brakes: fragility pressure is moderate (0.618),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
92,36,quality_fill_after_diversity_slots,amenity migration,65.54661212278272,21133,"Letcher County, Kentucky",KY,South,amenity migration,65.54661212278272,retirement migration,65.54661212278272,False,unreviewed,,36,0.8957649092480553,0.5854898574460019,0.04717604170029412,0.0829552819183409,0.5700354607716868,0.1741518766477424,20139.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 8.3%, inside the not-hot gate. Market-depth adequacy is moderate (0.570).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is moderate (0.629). Brakes: no major structural brakes flagged.,Structural support: optionality is moderate (0.629),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
93,37,quality_fill_after_diversity_slots,amenity migration,79.1258431941327,22101,"St. Mary Parish, Louisiana",LA,South,amenity migration,79.1258431941327,retirement migration,79.1258431941327,False,unreviewed,,37,0.8949870354364736,0.7407139231592521,0.07383222570206456,0.12410887880751782,0.9765860629757497,-0.2814415363563649,46799.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 12.4%, inside the not-hot gate. Market-depth adequacy is high (0.977).",Wave 3 support is moderate; structural brakes are heavy. Supports: scarcity/amenity balance is moderate (0.641). Brakes: wetlands constraint is heavy (0.978); fragility pressure is heavy (0.773); constraint complexity is moderate (0.647).,Structural support: scarcity/amenity balance is moderate (0.641),Structural brakes: wetlands constraint is heavy (0.978); fragility pressure is heavy (0.773); constraint complexity is moderate (0.647),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
94,38,quality_fill_after_diversity_slots,amenity migration,61.47979304515778,46081,"Lawrence County, South Dakota",SD,Midwest,amenity migration,61.47979304515778,retirement migration,61.47979304515778,False,unreviewed,,38,0.8941875540190146,0.47375275677530354,0.027185335447767092,0.4646791963707064,0.8924118071918652,0.1430121971336919,28809.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 46.5%, inside the not-hot gate. Market-depth adequacy is high (0.892).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.659); site-thesis support is moderate (0.608). Brakes: constraint pressure is moderate (0.580).,Structural support: optionality is moderate (0.659); site-thesis support is moderate (0.608),Structural brakes: constraint pressure is moderate (0.580),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
95,39,quality_fill_after_diversity_slots,amenity migration,88.30713715551836,26061,"Houghton County, Michigan",MI,Midwest,amenity migration,88.30713715551836,retirement migration,88.30713715551836,False,unreviewed,,39,0.8937770095073466,0.559707250362393,0.013209994760357953,0.3723266364225535,0.8909107266656966,0.153890298220951,38041.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 37.2%, inside the not-hot gate. Market-depth adequacy is high (0.891).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.860); fragility/support balance is strong (0.730); site-thesis support is moderate (0.641). Brakes: wetlands constraint is heavy (0.719); constraint pressure is moderate (0.601).,Structural support: scarcity/amenity balance is strong (0.860); fragility/support balance is strong (0.730); site-thesis support is moderate (0.641),Structural brakes: wetlands constraint is heavy (0.719); constraint pressure is moderate (0.601),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
