blend_rank,export_priority_rank,fips,county,state_abbr,census_region,qa_status,qa_flags,blend_score,preboom_classifier_score,classifier_rank_pct,investable_residual_model_score,residual_rank_pct,preboom_prior_momentum_rank_pct,emerging_market_depth_adequacy,wave3_net_support,overall_rank,total_population,short_thesis,structural_summary,support_narrative,brake_narrative
77,299,06075,"San Francisco County, California",CA,West,advance_with_notes,moderate_market_depth,0.9464995678478825,0.77467836003445,0.9982713915298185,-0.046271348409362985,0.48055315471045806,0.04082955281918341,0.5093799883693083,0.2967641674547207,2659,827526.0,"High quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 4.1%, inside the not-hot gate. Market-depth adequacy is moderate (0.509).",Wave 3 support is strong; structural brakes are light. Supports: fragility/support balance is strong (0.773); scarcity/amenity balance is strong (0.716); optionality is strong (0.715). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is strong (0.773); scarcity/amenity balance is strong (0.716); optionality is strong (0.715),Structural brakes: no major structural brakes flagged
78,118,01127,"Walker County, Alabama",AL,South,review,negative_wave3_net_support; already_high_in_live_ranking,0.9461538461538461,0.5519717909208506,0.9589455488331893,0.008016079376994622,0.831028522039758,0.1458198314970836,0.8916968631667327,-0.0625770098541264,99,65260.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 14.6%, inside the not-hot gate. Market-depth adequacy is high (0.892).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.617). Brakes: constraint pressure is moderate (0.579).,Structural support: optionality is moderate (0.617),Structural brakes: constraint pressure is moderate (0.579)
79,383,40045,"Ellis County, Oklahoma",OK,South,review,very_small_market; thin_market_depth; recent_population_decline,0.9459377700950734,0.6524878565152157,0.9840103716508211,-0.029220716934315345,0.6032843560933449,0.12994167206740118,0.1190876844677834,0.065035531190402,2477,3601.0,"High quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 13.0%, inside the not-hot gate. Market-depth adequacy is low (0.119).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: fragility pressure is moderate (0.606).,Structural support: no major structural supports flagged,Structural brakes: fragility pressure is moderate (0.606)
80,110,05069,"Jefferson County, Arkansas",AR,South,advance,,0.9444684528954191,0.55388808476351,0.9602420051858254,0.002342907721410056,0.8025064822817631,0.13285806869734285,0.9020947982527006,0.0195236766986535,595,63672.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 13.3%, inside the not-hot gate. Market-depth adequacy is high (0.902).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.680); optionality is moderate (0.608). Brakes: wetlands constraint is heavy (0.690).,Structural support: scarcity/amenity balance is strong (0.680); optionality is moderate (0.608),Structural brakes: wetlands constraint is heavy (0.690)
81,126,32021,"Mineral County, Nevada",NV,West,review,very_small_market; thin_market_depth; recent_population_decline; labor_stress,0.9434745030250649,0.532112049749091,0.9481417458945549,0.024960913635675746,0.9014693171996543,0.004860661049902786,0.14034537469793829,0.2016954697698594,2378,4475.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 0.5%, inside the not-hot gate. Market-depth adequacy is low (0.140).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.774); site-thesis support is strong (0.686); optionality is strong (0.686). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.774); site-thesis support is strong (0.686); optionality is strong (0.686),Structural brakes: no major structural brakes flagged
82,161,30029,"Flathead County, Montana",MT,West,advance,,0.943171996542783,0.566647524666903,0.9632670700086431,-0.004354383513642513,0.7623163353500432,0.4507453013609851,0.7203914548404793,0.0436939426086843,2508,114527.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 45.1%, inside the not-hot gate. Market-depth adequacy is high (0.720).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.851); optionality is moderate (0.652); site-thesis support is moderate (0.624). Brakes: constraint pressure is heavy (0.678); constraint complexity is moderate (0.580).,Structural support: scarcity/amenity balance is strong (0.851); optionality is moderate (0.652); site-thesis support is moderate (0.624),Structural brakes: constraint pressure is heavy (0.678); constraint complexity is moderate (0.580)
83,72,54101,"Webster County, West Virginia",WV,South,review,very_small_market; thin_market_depth; recent_population_decline,0.9428694900605012,0.5075834611825107,0.9386343993085566,0.06369807890848204,0.9809853068280034,0.36292935839274143,0.23258353401379728,0.2568858421928347,718,7947.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 36.3%, inside the not-hot gate. Market-depth adequacy is low (0.233).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is strong (0.677); fragility/support balance is moderate (0.661); scarcity/amenity balance is moderate (0.618). Brakes: constraint pressure is moderate (0.558).,Structural support: optionality is strong (0.677); fragility/support balance is moderate (0.661); scarcity/amenity balance is moderate (0.618),Structural brakes: constraint pressure is moderate (0.558)
84,194,26135,"Oscoda County, Michigan",MI,Midwest,review,very_small_market; thin_market_depth; labor_stress; already_high_in_live_ranking,0.9426534140017286,0.5573080754739014,0.9606741573033708,-0.0017801790898935585,0.780466724286949,0.5346727154893065,0.36303931765713227,0.1303416705413473,89,8596.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 53.5%, inside the not-hot gate. Market-depth adequacy is low (0.363).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.755); site-thesis support is moderate (0.669); fragility/support balance is moderate (0.641). Brakes: wetlands constraint is moderate (0.605); constraint pressure is moderate (0.563).,Structural support: scarcity/amenity balance is strong (0.755); site-thesis support is moderate (0.669); fragility/support balance is moderate (0.641),Structural brakes: wetlands constraint is moderate (0.605); constraint pressure is moderate (0.563)
85,223,05003,"Ashley County, Arkansas",AR,South,review,very_small_market; moderate_market_depth; negative_wave3_net_support; heavy_structural_brakes; recent_population_decline,0.9423509075194468,0.5412198577092382,0.9541918755401901,0.009249373063040493,0.8357821953327571,0.06999351911860013,0.5795151430271541,-0.1461738555166756,1431,17984.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 7.0%, inside the not-hot gate. Market-depth adequacy is moderate (0.580).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.700); constraint pressure is moderate (0.604); constraint complexity is moderate (0.580).,Structural support: no major structural supports flagged,Structural brakes: wetlands constraint is heavy (0.700); constraint pressure is moderate (0.604); constraint complexity is moderate (0.580)
86,300,22021,"Caldwell Parish, Louisiana",LA,South,review,very_small_market; thin_market_depth; negative_wave3_net_support; low_structural_support; heavy_structural_brakes,0.9420051858254106,0.5387238786904872,0.9520311149524633,0.012927231484167932,0.851771823681936,0.02624756966947505,0.33424722593475675,-0.3526545769595361,2238,9393.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 2.6%, inside the not-hot gate. Market-depth adequacy is low (0.334).",Wave 3 support is thin; structural brakes are heavy. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.773); fragility pressure is heavy (0.760); constraint complexity is heavy (0.715).,Structural support: no major structural supports flagged,Structural brakes: wetlands constraint is heavy (0.773); fragility pressure is heavy (0.760); constraint complexity is heavy (0.715)
87,31,56033,"Sheridan County, Wyoming",WY,West,advance_with_notes,small_market,0.9414866032843561,0.5194391064301234,0.9438202247191011,0.03182790872772104,0.9204840103716508,0.42449773169151006,0.905455027643847,0.1343970678882518,1327,32978.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 42.4%, inside the not-hot gate. Market-depth adequacy is high (0.905).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.672); site-thesis support is moderate (0.624). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.672); site-thesis support is moderate (0.624),Structural brakes: no major structural brakes flagged
88,147,29223,"Wayne County, Missouri",MO,Midwest,review,very_small_market; thin_market_depth,0.9414866032843561,0.5100855219445471,0.9407951598962835,0.0407906012824155,0.9477095937770095,0.09883344134802333,0.40455900914305787,0.0112855466644787,1179,10820.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 9.9%, inside the not-hot gate. Market-depth adequacy is low (0.405).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.769); optionality is moderate (0.603). Brakes: constraint pressure is moderate (0.595); constraint complexity is moderate (0.561).,Structural support: scarcity/amenity balance is strong (0.769); optionality is moderate (0.603),Structural brakes: constraint pressure is moderate (0.595); constraint complexity is moderate (0.561)
89,159,40025,"Cimarron County, Oklahoma",OK,South,review,very_small_market; thin_market_depth; recent_population_decline,0.9406222990492653,0.5342496478688037,0.9490060501296457,0.015783628046558112,0.8651685393258427,0.2997407647440052,0.05413164918016078,0.2163653340721206,783,2133.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 30.0%, inside the not-hot gate. Market-depth adequacy is low (0.054).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is strong (0.681); site-thesis support is moderate (0.626); developability is moderate (0.625). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.681); site-thesis support is moderate (0.626); developability is moderate (0.625),Structural brakes: no major structural brakes flagged
90,279,35059,"Union County, New Mexico",NM,West,review,very_small_market; thin_market_depth; recent_population_decline,0.9405358686257563,0.6102456816721371,0.9766637856525497,-0.027604958874591072,0.6153846153846154,0.29390797148412184,0.13208554250498306,0.2931295184102501,1433,3926.0,"High quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 29.4%, inside the not-hot gate. Market-depth adequacy is low (0.132).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is strong (0.726); fragility/support balance is strong (0.690); site-thesis support is strong (0.672). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.726); fragility/support balance is strong (0.690); site-thesis support is strong (0.672),Structural brakes: no major structural brakes flagged
91,503,45033,"Dillon County, South Carolina",SC,South,review,small_market; negative_wave3_net_support; low_structural_support; heavy_structural_brakes; labor_stress,0.9401037165082109,0.7294423612451811,0.9952463267070009,-0.05191671781425688,0.4438202247191011,0.017498379779650033,0.7473569563242858,-0.4212666291086149,1971,27577.0,"High quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 1.7%, inside the not-hot gate. Market-depth adequacy is high (0.747).",Wave 3 support is thin; structural brakes are heavy. Supports: no major structural supports flagged. Brakes: fragility pressure is heavy (0.807); wetlands constraint is heavy (0.796); constraint complexity is heavy (0.707).,Structural support: no major structural supports flagged,Structural brakes: fragility pressure is heavy (0.807); wetlands constraint is heavy (0.796); constraint complexity is heavy (0.707)
92,286,26095,"Luce County, Michigan",MI,Midwest,review,very_small_market; thin_market_depth; recent_population_decline; labor_stress,0.9388072601555747,0.5867311498136752,0.9688850475367329,-0.020079859409634162,0.6681071737251513,0.18924173687621518,0.2219774109007917,0.1292275556875194,310,6328.0,"High quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 18.9%, inside the not-hot gate. Market-depth adequacy is low (0.222).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.889); fragility/support balance is strong (0.731); site-thesis support is strong (0.672). Brakes: wetlands constraint is heavy (0.808); constraint pressure is moderate (0.665).,Structural support: scarcity/amenity balance is strong (0.889); fragility/support balance is strong (0.731); site-thesis support is strong (0.672),Structural brakes: wetlands constraint is heavy (0.808); constraint pressure is moderate (0.665)
93,160,30079,"Prairie County, Montana",MT,West,review,very_small_market; thin_market_depth,0.9385479688850477,0.5359481135733802,0.9498703543647364,0.0095430586616765,0.8366464995678479,0.5051847051198963,0.021096748001166232,0.3280192756791006,1779,1112.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 50.5%, inside the not-hot gate. Market-depth adequacy is low (0.021).",Wave 3 support is strong; structural brakes are light. Supports: optionality is strong (0.739); fragility/support balance is strong (0.721); site-thesis support is strong (0.710). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.739); fragility/support balance is strong (0.721); site-thesis support is strong (0.710),Structural brakes: no major structural brakes flagged
94,135,45087,"Union County, South Carolina",SC,South,advance_with_notes,small_market,0.9384615384615385,0.5443151307265083,0.9550561797752809,0.00010976169971117937,0.7891097666378565,0.12443292287751134,0.7383133908387522,0.0617088859235508,1263,26678.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 12.4%, inside the not-hot gate. Market-depth adequacy is high (0.738).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.617); scarcity/amenity balance is moderate (0.606). Brakes: no major structural brakes flagged.,Structural support: optionality is moderate (0.617); scarcity/amenity balance is moderate (0.606),Structural brakes: no major structural brakes flagged
95,117,42039,"Crawford County, Pennsylvania",PA,Northeast,review,negative_wave3_net_support; heavy_structural_brakes,0.9382022471910112,0.505948760550316,0.9377700950734659,0.038305958829705576,0.9420916162489196,0.19539857420609202,0.8190642448211709,-0.1826749218709842,1089,82089.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 19.5%, inside the not-hot gate. Market-depth adequacy is high (0.819).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is heavy (0.676); wetlands constraint is moderate (0.669); constraint complexity is moderate (0.633).,Structural support: no major structural supports flagged,Structural brakes: constraint pressure is heavy (0.676); wetlands constraint is moderate (0.669); constraint complexity is moderate (0.633)
96,124,42009,"Bedford County, Pennsylvania",PA,Northeast,advance_with_notes,small_market,0.9381590319792568,0.5711105683809735,0.9654278305963699,-0.016258832052995543,0.6927398444252377,0.17757615035644847,0.9757596529379493,0.0899216236974753,1339,47643.0,"High quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 17.8%, inside the not-hot gate. Market-depth adequacy is high (0.976).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.609). Brakes: constraint pressure is moderate (0.610).,Structural support: optionality is moderate (0.609),Structural brakes: constraint pressure is moderate (0.610)
97,32,21199,"Pulaski County, Kentucky",KY,South,advance,,0.937856525496975,0.5080203613003793,0.9394987035436474,0.0324837057617271,0.9230769230769231,0.16202203499675957,0.8728688561838598,0.1580229140550229,891,66842.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 16.2%, inside the not-hot gate. Market-depth adequacy is high (0.873).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.744); optionality is moderate (0.665); fragility/support balance is moderate (0.640). Brakes: constraint pressure is moderate (0.599).,Structural support: scarcity/amenity balance is strong (0.744); optionality is moderate (0.665); fragility/support balance is moderate (0.640),Structural brakes: constraint pressure is moderate (0.599)
98,17,54099,"Wayne County, West Virginia",WV,South,advance_with_notes,small_market; recent_population_decline,0.9369922212618842,0.4981843185140421,0.935609334485739,0.04194816604949601,0.949438202247191,0.45366169799092676,0.8627789812819942,0.2104214455858495,700,37589.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 45.4%, inside the not-hot gate. Market-depth adequacy is high (0.863).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.696); scarcity/amenity balance is strong (0.693); fragility/support balance is moderate (0.630). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.696); scarcity/amenity balance is strong (0.693); fragility/support balance is moderate (0.630),Structural brakes: no major structural brakes flagged
99,185,19151,"Pocahontas County, Iowa",IA,Midwest,review,very_small_market; thin_market_depth,0.9365168539325842,0.5370520912863824,0.9507346585998271,0.003754012336006414,0.8085566119273985,0.35677252106286456,0.2590405106321967,0.1630736631505304,902,7006.0,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 35.7%, inside the not-hot gate. Market-depth adequacy is low (0.259).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is moderate (0.620). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is moderate (0.620),Structural brakes: no major structural brakes flagged
100,138,54021,"Gilmer County, West Virginia",WV,South,review,very_small_market; thin_market_depth; recent_population_decline,0.9362143474503025,0.50149566178099,0.9360414866032843,0.037028424406118296,0.9377700950734659,0.49773169151004537,0.20117043713073868,0.1077605325838494,1026,7116.0,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 49.8%, inside the not-hot gate. Market-depth adequacy is low (0.201).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is moderate (0.614). Brakes: no major structural brakes flagged.,Structural support: optionality is moderate (0.614),Structural brakes: no major structural brakes flagged
