batch_id,provider_row_id,attempt_label,census_street,census_city,census_state,census_zip,cms_provider_number,provider_name,fiscal_year,closeout_action,candidate_method,suggested_fips,suggested_county_name
404004__2023__388,404004__2023,provider_original,STATE ROAD #787,CIDRA,PR,00739,404004,FIRST HOSPITAL PANAMERICANO,2023,external_geocode_required,external_geocode_required,,
404004__2023__389,404004__2023,suite_stripped,STATE ROAD,CIDRA,PR,00739,404004,FIRST HOSPITAL PANAMERICANO,2023,external_geocode_required,external_geocode_required,,
400112__2024__390,400112__2024,provider_original,STREET 3 KM 8.3 65 INFANTERIA AVE.,CAROLINA,PR,00984,400112,HOSPITAL UPR,2024,external_geocode_required,external_geocode_required,,
020012__2023__391,020012__2023,provider_original,1650 COWLES ST,FAIRBANKS,AK,99701,020012,FAIRBANKS MEMORIAL,2023,external_geocode_required,external_geocode_required,,
400032__2023__392,400032__2023,provider_original,CARR. #2 KM. 11.7,BAYAMON,PR,00960,400032,BAYAMON MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
400032__2023__393,400032__2023,suite_stripped,CARR.,BAYAMON,PR,00960,400032,BAYAMON MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
650001__2023__394,650001__2023,provider_original,850 GOVERNOR CARLOS G CAMACHO RD,OKA TAMUNING,GU,96911,650001,GUAM MEMORIAL HOSPITAL,2023,external_geocode_required,external_geocode_required,,
650003__2023__395,650003__2023,provider_original,133 ROUTE 3,DEDEDO,GU,96929,650003,GUAM REGIONAL MEDICAL CITY,2023,external_geocode_required,external_geocode_required,,
400019__2023__396,400019__2023,provider_original,ASIA STREET,SANTURCE,PR,00910,400019,HOSPITAL PAVIA SANTURCE,2023,external_geocode_required,external_geocode_required,,
390156__2024__397,390156__2024,provider_original,LANSDOWNE AVE & BAILEY RD.,DARBY,PA,19023,390156,MERCY CATHOLIC MEDICAL CENTER,2024,external_geocode_required,external_geocode_required,,
480001__2023__398,480001__2023,provider_original,9048 SUGAR ESTATE,ST. THOMAS,VI,00801,480001,ROY L SCHNEIDER HOSPITAL,2023,external_geocode_required,external_geocode_required,,
394056__2024__399,394056__2024,provider_original,201 WELLNESS WAY,READING,PA,19605,394056,TOWER BEHAVIORAL HEALTH,2024,external_geocode_required,external_geocode_required,,
400048__2024__400,400048__2024,provider_original,AVE PEDRO ALBIZU CAMPOS,GUAYAMA,PR,00785,400048,HOSPITAL MENONITA  GUAYAMA,2024,external_geocode_required,external_geocode_required,,
400102__2023__401,400102__2023,provider_original,STREET J-9 EXT. HERMANAS DAVILA,BAYAMON,PR,00956,400102,DOCTORS CENTER HOSPITAL BAYAMON,2023,external_geocode_required,external_geocode_required,,
400004__2024__402,400004__2024,provider_original,SERGIO CUEVAS BUSTAMTE,SANJUAN,PR,00969,400004,ASOCIACION HOSPITAL DEL MAESTRO,2024,external_geocode_required,external_geocode_required,,
394040__2024__403,394040__2024,provider_original,1 EARLYSTOWN RD,CENTRE HALL,PA,16828,394040,THE MEADOWS HOSPITAL,2024,external_geocode_required,external_geocode_required,,
400138__2023__404,400138__2023,provider_original,CARR. PR-2 KM 11.6 (INTERIOR),BAYAMON,PR,00959,400138,PUERTO RICO WOMEN AND CHILDRENS HOSP,2023,external_geocode_required,external_geocode_required,,
400115__2023__405,400115__2023,provider_original,#2 KM 39.5,VEGA BAJA,PR,00693,400115,HOSPITAL WILMA N VAZQUEZ,2023,external_geocode_required,external_geocode_required,,
460060__2024__406,460060__2024,provider_original,11925 S STATE STREET,DRAPER,UT,84020,460060,LONE PEAK HOSPITAL,2024,external_geocode_required,external_geocode_required,,
400105__2024__407,400105__2024,provider_original,LAUREL #100,BAYAMON,PR,00956,400105,BAYAMON REGIONAL HOSPITAL,2024,external_geocode_required,external_geocode_required,,
400105__2024__408,400105__2024,suite_stripped,LAUREL,BAYAMON,PR,00956,400105,BAYAMON REGIONAL HOSPITAL,2024,external_geocode_required,external_geocode_required,,
660001__2023__409,660001__2023,provider_original,LOWER NAVY HILL RD,SAIPAN,MP,96950,660001,COMMONWEALTH HEALTH CENTER,2023,external_geocode_required,external_geocode_required,,
224039__2023__410,224039__2023,provider_original,76 SUMMER STREED,HAVERHILL,MA,01832,224039,HAVERHILL PAVILION,2023,external_geocode_required,external_geocode_required,,
480002__2023__411,480002__2023,provider_original,4007 EAST DIAMOND RUBY,CHRISTIANSTED,VI,00820,480002,GOV. JUAN F. LUIS HOSPITAL,2023,external_geocode_required,external_geocode_required,,
403027__2023__412,403027__2023,provider_original,MUNOZ RIVERA AVENUE #402,SAN JUAN PR 00918,PR,00918,403027,MULTY MEDICAL FACILITIES,2023,external_geocode_required,external_geocode_required,,
403027__2023__413,403027__2023,suite_stripped,MUNOZ RIVERA AVENUE,SAN JUAN PR 00918,PR,00918,403027,MULTY MEDICAL FACILITIES,2023,external_geocode_required,external_geocode_required,,
400128__2023__414,400128__2023,provider_original,PONCE DE LEON #435,HATO REY,PR,00917,400128,HOSPITAL METRO HATO REY  INC.,2023,external_geocode_required,external_geocode_required,,
400128__2023__415,400128__2023,suite_stripped,PONCE DE LEON,HATO REY,PR,00917,400128,HOSPITAL METRO HATO REY  INC.,2023,external_geocode_required,external_geocode_required,,
400137__2023__416,400137__2023,provider_original,RD 696 INTERSEC EFRON AVE BO HIGUI,DORADO,PR,00646,400137,DOCTORS CENTER HOSPITAL OH-DORADO,2023,external_geocode_required,external_geocode_required,,
190053__2023__417,190053__2023,provider_original,1634 ELTON ROAD,JENNINGS,LA,70546,190053,OCHSNER AMERICAN LEGION HOSPITAL,2023,external_geocode_required,external_geocode_required,,
400122__2024__418,400122__2024,provider_original,AVE LAS CUMBRES,GUAYNABO,PR,00970,400122,PROFESSIONAL HOSPITAL,2024,external_geocode_required,external_geocode_required,,
400012__2024__419,400012__2024,provider_original,CENTRO MEDICO,PO BOX 191811 SAN JUAN,PR,00919,400012,HOSPITAL I GONZALEZ MARTINEZ,2024,external_geocode_required,external_geocode_required,,
404007__2023__420,404007__2023,provider_original,CALLE MUNOZ RIVERA 108,CABO ROJO,PR,00623,404007,HOSPITAL PSIQUIATRICO CABO ROJO,2023,external_geocode_required,external_geocode_required,,
194082__2023__421,194082__2023,provider_original,1 HOSPITAL DRIVE,JENNINGS,LA,70546,194082,COMPASS SENIOR CARE HOSPITAL  LLC,2023,external_geocode_required,external_geocode_required,,
021310__2023__422,021310__2023,provider_original,436 5TH AVENUE,KOTZEBUE,AK,99752,021310,MANIILAQ HEALTH CENTER,2023,external_geocode_required,external_geocode_required,,
191309__2023__423,191309__2023,provider_original,301 WEST WALNUT,AMITE,LA,70422,191309,HOOD MEMORIAL HOSPITAL,2023,external_geocode_required,external_geocode_required,,
241343__2024__424,241343__2024,provider_original,345 TENTH AVENUE,GRANITE FALLS,MN,56241,241343,AVERA GRANITE FALLS,2024,external_geocode_required,external_geocode_required,,
241347__2023__425,241347__2023,provider_original,112 SAINT OLAF AVENUE,CANBY,MN,56220,241347,SANFORD HOSPITAL CANBY,2023,external_geocode_required,external_geocode_required,,
271346__2024__426,271346__2024,provider_original,1202 3RD STREET WEST,ROUNDUP,MT,59072,271346,ROUNDUP MEMORIAL HEALTHCARE,2024,external_geocode_required,external_geocode_required,,
371307__2023__427,371307__2023,provider_original,100 SOUTH ELLIS,BOISE CITY,OK,73933,371307,CIMARRON MEMORIAL HOSPITAL,2023,external_geocode_required,external_geocode_required,,
234044__2023__428,234044__2023,provider_original,3512 COOLIDGE ROAD,EAST LANSING,MI,48823,234044,BRIGHTWELL BEHAVIORAL HEALTH,2023,external_geocode_required,external_geocode_required,,
501303__2023__429,501303__2023,provider_original,800 ALDER STREET,SOUTH BEND,WA,98586,501303,WILLAPA HARBOR HOSPITAL,2023,external_geocode_required,external_geocode_required,,
021304__2024__430,021304__2024,provider_original,103 FRAM STREET,PETERSBURG,AK,99833,021304,PETERSBURG MEDICAL CENTER,2024,external_geocode_required,external_geocode_required,,
021307__2023__431,021307__2023,provider_original,602 CHASE STREET,CORDOVA,AK,99574,021307,CORDOVA COMMUNITY MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
400010__2023__432,400010__2023,provider_original,PO BOX 1003,CASTANER,PR,00631,400010,CASTANER HOSPITAL,2023,external_geocode_required,external_geocode_required,,
