packet_rank,cms_provider_number,provider_name,state_abbr,street_address,city,zip5,raw_county,fiscal_year,review_issue,review_priority,suggested_fips,suggested_county_name,supporting_matched_provider_rows,candidate_method,candidate_confidence,review_recommendation,source_operator_review_status,beds_total,discharges_total,total_costs_usd,net_patient_revenue_usd,closeout_action,closeout_note,provider_volume_score,provider_row_id,census_candidate_fips,census_candidate_county_name,census_match_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,census_candidate_confidence,conflicting_census_candidate_fips,census_candidate_status,census_candidate_note,production_model_rank_or_dashboard_change
374,404004,FIRST HOSPITAL PANAMERICANO,PR,STATE ROAD #787,CIDRA,00739,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,216.0,8229.0,27915015.0,36287251.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.5205,404004__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
375,400112,HOSPITAL UPR,PR,STREET 3 KM 8.3 65 INFANTERIA AVE.,CAROLINA,00984,,2024,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,212.0,8989.0,55613149.0,62198817.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.5108,400112__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
376,020012,FAIRBANKS MEMORIAL,AK,1650 COWLES ST,FAIRBANKS,99701,NORTH STAR BOROUGH,2023,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,122.0,5852.0,272014520.0,318311036.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.5001,020012__2023,02090,"Fairbanks North Star Borough, Alaska",Match,Exact,"1650 COWLES ST, FAIRBANKS, AK, 99701",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
377,400032,BAYAMON MEDICAL CENTER,PR,CARR. #2 KM. 11.7,BAYAMON,00960,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,207.0,9922.0,69880819.0,89687525.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.4988,400032__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
378,650001,GUAM MEMORIAL HOSPITAL,GU,850 GOVERNOR CARLOS G CAMACHO RD,OKA  TAMUNING,96911,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,161.0,8675.0,157454503.0,98170329.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.4208,650001__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
379,650003,GUAM REGIONAL MEDICAL CITY,GU,133 ROUTE 3,DEDEDO,96929,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,120.0,5098.0,223615047.0,217935803.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.4111,650003__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
380,400019,HOSPITAL PAVIA SANTURCE,PR,ASIA STREET,SANTURCE,00910,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,154.0,7315.0,73276232.0,105570415.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3711,400019__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
381,390156,MERCY CATHOLIC MEDICAL CENTER,PA,LANSDOWNE AVE & BAILEY RD.,DARBY,19023,USA,2024,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,153.0,6692.0,161166648.0,198896114.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3687,390156__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
382,480001,ROY L SCHNEIDER HOSPITAL,VI,9048 SUGAR ESTATE,ST. THOMAS,00801,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,149.0,2801.0,83854257.0,73802953.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.359,480001__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
383,394056,TOWER BEHAVIORAL HEALTH,PA,201 WELLNESS WAY,READING,19605,ESMERALDA,2024,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,144.0,2865.0,38525473.0,59054435.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.347,394056__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
384,400048,HOSPITAL MENONITA  GUAYAMA,PR,AVE PEDRO ALBIZU CAMPOS,GUAYAMA,00785,,2024,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,140.0,7067.0,52428635.0,74577237.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3428,400048__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
385,400102,DOCTORS CENTER HOSPITAL BAYAMON,PR,STREET J-9 EXT. HERMANAS DAVILA,BAYAMON,00956,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,130.0,6950.0,43696247.0,50452830.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3371,400102__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
386,400004,ASOCIACION HOSPITAL DEL MAESTRO,PR,SERGIO CUEVAS BUSTAMTE,SANJUAN,00969,,2024,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,125.0,1600.0,17576162.0,12995433.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3012,400004__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
387,394040,THE MEADOWS HOSPITAL,PA,1 EARLYSTOWN RD,CENTRE HALL,16828,CENTRE HALL,2024,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,119.0,1899.0,19283777.0,24285236.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2867,394040__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
388,400138,PUERTO RICO WOMEN AND CHILDRENS HOSP,PR,CARR. PR-2 KM 11.6 (INTERIOR),BAYAMON,00959,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,111.0,5180.0,20671319.0,28468288.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2675,400138__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
389,400115,HOSPITAL WILMA N VAZQUEZ,PR,#2 KM 39.5,VEGA BAJA,00693,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,98.0,3598.0,31930723.0,37337129.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2361,400115__2023,72143,Vega Alta Muno,Match,Non_Exact,"39 CLL 5, VEGA BAJA, PR, 00693",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
390,460060,LONE PEAK HOSPITAL,UT,11925 S STATE STREET,DRAPER,84020,UNITED STATES,2024,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,61.0,3338.0,90663148.0,156561386.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2257,460060__2024,49035,"Salt Lake County, Utah",Match,Non_Exact,"11925 STATE ST, DRAPER, UT, 84020",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
391,400105,BAYAMON REGIONAL HOSPITAL,PR,LAUREL #100,BAYAMON,00956,,2024,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,84.0,1678.0,27144009.0,17396235.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2024,400105__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
392,660001,COMMONWEALTH HEALTH CENTER,MP,LOWER NAVY HILL RD,SAIPAN,96950,STATEWIDE,2023,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,74.0,3446.0,83988038.0,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1783,660001__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
393,224039,HAVERHILL PAVILION,MA,76 SUMMER STREED,HAVERHILL,01832,ARCHER,2023,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,71.0,1354.0,19955636.0,24608678.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1711,224039__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
394,480002,GOV. JUAN F. LUIS HOSPITAL,VI,4007 EAST DIAMOND RUBY,CHRISTIANSTED,00820,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,66.0,1689.0,65498339.0,-34343588.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.159,480002__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
395,403027,MULTY MEDICAL FACILITIES,PR,MUNOZ RIVERA AVENUE #402,SAN JUAN PR 00918,00918,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,57.0,1748.0,9539821.0,11171359.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1373,403027__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
